9.60E+03,1.00E+04,1.00E+04,1.00E+04,1.00E+04,1.00E+04,1.00E+04,1.00E+04,1.00E+04,9.96E+03,1.00E+04,1.00E+04,1.00E+04,1.00E+04,1.00E+04,1.00E+04,1.00E+04,1.00E+04,1.00E+04,1.00E+04
1.03E+04,1.02E+04,1.03E+04,1.02E+04,1.03E+04,1.02E+04,1.03E+04,1.02E+04,1.03E+04,1.02E+04,1.03E+04,1.02E+04,1.03E+04,1.02E+04,1.03E+04,1.02E+04,1.03E+04,1.02E+04,1.03E+04,1.02E+04
1.10E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.00E+04
1.07E+04,1.08E+04,1.07E+04,1.08E+04,1.07E+04,1.08E+04,1.07E+04,1.08E+04,1.07E+04,1.08E+04,1.08E+04,1.08E+04,1.07E+04,1.08E+04,1.07E+04,1.08E+04,1.07E+04,1.08E+04,1.07E+04,1.08E+04
1.10E+04,1.14E+04,1.10E+04,1.10E+04,1.10E+04,1.10E+04,1.10E+04,1.10E+04,1.10E+04,1.10E+04,1.10E+04,1.10E+04,1.10E+04,1.10E+04,1.10E+04,1.10E+04,1.10E+04,1.10E+04,1.10E+04,1.06E+04
1.10E+04,1.14E+04,1.12E+04,1.13E+04,1.12E+04,1.13E+04,1.12E+04,1.13E+04,1.12E+04,1.13E+04,1.13E+04,1.13E+04,1.12E+04,1.13E+04,1.12E+04,1.13E+04,1.12E+04,1.13E+04,1.12E+04,1.14E+04
1.20E+04,1.13E+04,1.15E+04,1.15E+04,1.15E+04,1.15E+04,1.15E+04,1.15E+04,1.15E+04,1.16E+04,1.15E+04,1.15E+04,1.15E+04,1.15E+04,1.15E+04,1.15E+04,1.15E+04,1.15E+04,1.17E+04,1.10E+04
1.20E+04,1.13E+04,1.18E+04,1.17E+04,1.18E+04,1.17E+04,1.18E+04,1.17E+04,1.18E+04,1.17E+04,1.18E+04,1.17E+04,1.18E+04,1.17E+04,1.18E+04,1.17E+04,1.18E+04,1.17E+04,1.17E+04,1.20E+04
1.20E+04,1.23E+04,1.20E+04,1.20E+04,1.20E+04,1.20E+04,1.20E+04,1.20E+04,1.20E+04,1.20E+04,1.20E+04,1.20E+04,1.20E+04,1.20E+04,1.20E+04,1.20E+04,1.20E+04,1.20E+04,1.17E+04,1.20E+04
1.20E+04,1.22E+04,1.23E+04,1.22E+04,1.23E+04,1.22E+04,1.23E+04,1.22E+04,1.23E+04,1.22E+04,1.23E+04,1.22E+04,1.23E+04,1.22E+04,1.23E+04,1.22E+04,1.23E+04,1.22E+04,1.18E+04,1.30E+04
1.30E+04,1.20E+04,1.27E+04,1.25E+04,1.25E+04,1.25E+04,1.25E+04,1.25E+04,1.25E+04,1.25E+04,1.25E+04,1.25E+04,1.25E+04,1.25E+04,1.25E+04,1.25E+04,1.25E+04,1.25E+04,1.28E+04,1.20E+04
